Date,Flow,Temp,,,,
05-Mar-15,67.3,6.4,,,,
06-Mar-15,74.0,6.7,,,,
07-Mar-15,58.4,6.8,,,,
08-Mar-15,57.2,7.2,,,,
09-Mar-15,69.3,7.5,,,,
10-Mar-15,68.3,7.5,,,,
11-Mar-15,64.6,7.6,,,,
12-Mar-15,68.7,7.8,,,,
13-Mar-15,58.7,8.1,,,,
14-Mar-15,61.3,8.0,,,,
15-Mar-15,60.3,7.6,,,,
16-Mar-15,63.4,7.4,,,,
17-Mar-15,61.3,7.5,,,,
18-Mar-15,55.4,7.8,,,,
19-Mar-15,53.6,8.0,,,,
20-Mar-15,52.1,7.9,,,,
21-Mar-15,43.4,8.0,,,,
22-Mar-15,51.1,7.9,,,,
23-Mar-15,45.5,7.9,,,,
24-Mar-15,54.9,8.3,,,,
25-Mar-15,40.7,8.3,,,,
26-Mar-15,45.4,8.3,,,,
27-Mar-15,42.4,8.4,,,,
28-Mar-15,42.8,8.5,,,,
29-Mar-15,43.0,9.0,,,,
30-Mar-15,58.5,8.9,,,,
31-Mar-15,75.6,9.3,,,,
01-Apr-15,53.6,8.9,,,,
02-Apr-15,35.9,9.0,,,,
03-Apr-15,40.1,9.2,,,,
04-Apr-15,46.1,9.5,,,,
05-Apr-15,53.8,9.5,,,,
06-Apr-15,44.2,9.8,,,,
07-Apr-15,55.3,10.2,,,,
08-Apr-15,42.3,10.6,,,,
09-Apr-15,38.7,11.1,,,,
10-Apr-15,34.1,11.4,,,,
11-Apr-15,36.1,11.5,,,,
12-Apr-15,31.2,11.1,,,,
13-Apr-15,34.1,11.6,,,,
14-Apr-15,31.2,11.7,,,,
15-Apr-15,27.3,11.1,,,,
16-Apr-15,28.4,11.7,,,,
17-Apr-15,28.0,12.0,,,,
18-Apr-15,27.5,12.3,,,,
19-Apr-15,25.5,12.7,,,,
20-Apr-15,24.5,12.4,,,,
21-Apr-15,28.6,12.6,,,,
22-Apr-15,17.6,12.7,,,,
23-Apr-15,12.5,12.8,,,,
24-Apr-15,18.4,12.8,,,,
25-Apr-15,17.7,12.5,,,,
26-Apr-15,24.6,12.7,,,,
27-Apr-15,22.4,12.6,,,,
28-Apr-15,30.4,12.5,,,,
29-Apr-15,22.2,12.7,,,,
30-Apr-15,16.8,12.2,,,,
01-May-15,22.9,12.5,,,,
02-May-15,20.3,12.6,,,,
03-May-15,21.3,12.2,,,,
04-May-15,27.1,12.7,,,,
05-May-15,37.7,13.3,,,,
06-May-15,57.3,13.5,,,,
07-May-15,32.1,13.4,,,,
08-May-15,35.3,13.5,,,,
09-May-15,22.2,13.4,,,,
10-May-15,28.6,13.6,,,,
11-May-15,24.7,13.8,,,,
12-May-15,15.8,14.4,,,,
13-May-15,19.1,14.4,,,,
14-May-15,18.7,14.5,,,,
15-May-15,33.2,13.9,,,,
16-May-15,35.9,14.0,,,,
17-May-15,31.5,14.2,,,,
18-May-15,28.6,14.6,,,,
19-May-15,28.7,14.4,,,,
20-May-15,24.2,14.1,,,,
21-May-15,26.7,13.8,,,,
22-May-15,23.2,14.1,,,,
23-May-15,26.1,14.5,,,,
24-May-15,13.1,14.5,,,,
25-May-15,15.3,14.9,,,,
